,,,,,,,
,,,,,,,
chave_sus_ibge,UF,COD. MUNIC,NOME DO MUNICÍPIO,População Censo 2022,POP_COBERTA_SUS,pop_coberta_DATASUS,taxa de cobertura
PBIBIARA,PB,06608,Ibiara, 5 631,"5,877","5877,00",1
PBIMACULADA,PB,06707,Imaculada, 10 392,"11,877","11877,00",1
PBINGÁ,PB,06806,Ingá, 17 692,"18,184","18184,00",1
PBITABAIANA,PB,06905,Itabaiana, 23 182,"24,363","24363,00",1
PBITAPORANGA,PB,07002,Itaporanga, 23 940,"24,960","24960,00",1
PBITAPOROROCA,PB,07101,Itapororoca, 18 382,"18,978","18978,00",1
PBITATUBA,PB,07200,Itatuba, 10 499,"11,069","11069,00",1
PBJACARAÚ,PB,07309,Jacaraú, 14 477,"14,467","14467,00","0,99930924915383"
PBJERICÓ,PB,07408,Jericó, 7 516,"7,751","7751,00",1
PBJOÃOPESSOA,PB,07507,João Pessoa, 833 932,"733,700","733700,00","0,879807945971614"
PBJUAREZTÁVORA,PB,07606,Juarez Távora, 7 796,"8,014","8014,00",1
PBJUAZEIRINHO,PB,07705,Juazeirinho, 17 007,"18,422","18422,00",1
PBJUNCODOSERIDÓ,PB,07804,Junco do Seridó, 6 793,"7,238","7238,00",1
PBJURIPIRANGA,PB,07903,Juripiranga, 10 012,"10,830","10830,00",1
PBJURU,PB,08000,Juru, 9 234,"9,831","9831,00",1
PBLAGOA,PB,08109,Lagoa, 4 415,"4,640","4640,00",1
PBLAGOADEDENTRO,PB,08208,Lagoa de Dentro, 7 819,"7,754","7754,00","0,991686916485484"
PBLAGOASECA,PB,08307,Lagoa Seca, 27 730,"27,728","27728,00","0,999927875946628"
PBLASTRO,PB,08406,Lastro, 3 162,"2,698","2698,00","0,85325743200506"
PBLIVRAMENTO,PB,08505,Livramento, 6 877,"7,274","7274,00",1
PBLOGRADOURO,PB,08554,Logradouro, 4 797,"4,406","4406,00","0,918490723368772"
PBLUCENA,PB,08604,Lucena, 12 560,"13,344","13344,00",1
PBMÃED'ÁGUA,PB,08703,Mãe d'Água, 3 583,"3,988","3988,00",1
PBMALTA,PB,08802,Malta, 6 046,"5,745","5745,00","0,950215018193847"
PBMAMANGUAPE,PB,08901,Mamanguape, 44 599,"45,385","45385,00",1
PBMANAÍRA,PB,09008,Manaíra, 10 434,"10,988","10988,00",1
PBMARCAÇÃO,PB,09057,Marcação, 8 999,"8,746","8746,00","0,97188576508501"
PBMARI,PB,09107,Mari, 21 512,"21,895","21895,00",1
PBMARIZÓPOLIS,PB,09156,Marizópolis, 6 705,"6,689","6689,00","0,997613721103654"
PBMASSARANDUBA,PB,09206,Massaranduba, 14 139,"14,077","14077,00","0,995614965697716"
PBMATARACA,PB,09305,Mataraca, 8 244,"8,642","8642,00",1
PBMATINHAS,PB,09339,Matinhas, 4 571,"4,528","4528,00","0,990592868081383"
PBMATOGROSSO,PB,09370,Mato Grosso, 2 543,"2,944","2944,00",1
PBMATURÉIA,PB,09396,Maturéia, 6 433,"6,690","6690,00",1
PBMOGEIRO,PB,09404,Mogeiro, 13 899,"13,238","13238,00","0,95244262177135"
PBMONTADAS,PB,09503,Montadas, 5 812,"5,806","5806,00","0,998967653131452"
PBMONTEHOREBE,PB,09602,Monte Horebe, 4 338,"4,867","4867,00",1
PBMONTEIRO,PB,09701,Monteiro, 32 277,"33,638","33638,00",1
PBMULUNGU,PB,09800,Mulungu, 8 791,"9,962","9962,00",1
PBNATUBA,PB,09909,Natuba, 8 945,"10,449","10449,00",1
PBNAZAREZINHO,PB,10006,Nazarezinho, 7 203,"7,271","7271,00",1
PBNOVAFLORESTA,PB,10105,Nova Floresta, 9 724,"10,614","10614,00",1
PBNOVAOLINDA,PB,10204,Nova Olinda, 5 787,"5,892","5892,00",1
PBNOVAPALMEIRA,PB,10303,Nova Palmeira, 4 259,"5,011","5011,00",1
PBOLHOD'ÁGUA,PB,10402,Olho d'Água, 6 060,"6,399","6399,00",1
PBOLIVEDOS,PB,10501,Olivedos, 3 580,"3,989","3989,00",1
PBOUROVELHO,PB,10600,Ouro Velho, 2 918,"3,052","3052,00",1
PBPARARI,PB,10659,Parari, 1 720,"1,747","1747,00",1
PBPASSAGEM,PB,10709,Passagem, 2 463,"2,453","2453,00","0,995939910678035"
PBPATOS,PB,10808,Patos, 103 165,"108,766","108766,00",1
PBPAULISTA,PB,10907,Paulista, 11 834,"12,411","12411,00",1
PBPEDRABRANCA,PB,11004,Pedra Branca, 3 739,"3,802","3802,00",1
PBPEDRALAVRADA,PB,11103,Pedra Lavrada, 6 859,"7,954","7954,00",1
PBPEDRASDEFOGO,PB,11202,Pedras de Fogo, 29 662,"28,607","28607,00","0,964432607376441"
PBPIANCÓ,PB,11301,Piancó, 16 441,"16,147","16147,00","0,982117876041603"
PBPICUÍ,PB,11400,Picuí, 18 333,"18,737","18737,00",1
PBPILAR,PB,11509,Pilar, 12 311,"12,036","12036,00","0,977662253269434"
PBPILÕES,PB,11608,Pilões, 6 815,"6,518","6518,00","0,956419662509171"
PBPILÕEZINHOS,PB,11707,Pilõezinhos, 5 329,"4,937","4937,00","0,92644023268906"
PBPIRPIRITUBA,PB,11806,Pirpirituba, 9 340,"10,590","10590,00",1
PBPITIMBU,PB,11905,Pitimbu, 16 751,"19,478","19478,00",1
PBPOCINHOS,PB,12002,Pocinhos, 17 469,"18,848","18848,00",1
PBPOÇODANTAS,PB,12036,Poço Dantas, 3 830,"3,877","3877,00",1
PBPOÇODEJOSÉDEMOURA,PB,12077,Poço de José de Moura, 4 006,"4,366","4366,00",1
PBPOMBAL,PB,12101,Pombal, 32 473,"32,803","32803,00",1
PBPRATA,PB,12200,Prata, 3 915,"4,265","4265,00",1
PBPRINCESAISABEL,PB,12309,Princesa Isabel, 21 114,"23,749","23749,00",1
PBPUXINANÃ,PB,12408,Puxinanã, 14 277,"13,801","13801,00","0,96665966239406"
PBQUEIMADAS,PB,12507,Queimadas, 47 658,"44,388","44388,00","0,93138612614881"
PBQUIXABA,PB,12606,Quixaba, 1 743,#N/DISP,#N/DISP,#N/DISP
PBREMÍGIO,PB,12705,Remígio, 17 885,"19,973","19973,00",1
PBPEDRORÉGIS,PB,12721,Pedro Régis, 5 766,"6,139","6139,00",1
PBRIACHÃO,PB,12747,Riachão, 2 927,"3,650","3650,00",1
PBRIACHÃODOBACAMARTE,PB,12754,Riachão do Bacamarte, 4 690,"4,562","4562,00","0,9727078891258"
PBRIACHÃODOPOÇO,PB,12762,Riachão do Poço, 4 738,"4,571","4571,00","0,964753060363022"
PBRIACHODESANTOANTÔNIO,PB,12788,Riacho de Santo Antônio, 1 955,"1,999","1999,00",1
PBRIACHODOSCAVALOS,PB,12804,Riacho dos Cavalos, 8 493,"8,555","8555,00",1
PBRIOTINTO,PB,12903,Rio Tinto, 24 581,"24,258","24258,00","0,986859769740857"
PBSALGADINHO,PB,13000,Salgadinho, 3 355,"3,975","3975,00",1
PBSALGADODESÃOFÉLIX,PB,13109,Salgado de São Félix, 11 505,"12,123","12123,00",1
PBSANTACECÍLIA,PB,13158,Santa Cecília, 7 670,"6,526","6526,00","0,850847457627119"
PBSANTACRUZ,PB,13208,Santa Cruz, 5 947,"6,579","6579,00",1
PBSANTAHELENA,PB,13307,Santa Helena, 5 865,"5,853","5853,00","0,997953964194373"
PBSANTAINÊS,PB,13356,Santa Inês, 3 227,"3,591","3591,00",1
PBSANTALUZIA,PB,13406,Santa Luzia, 14 959,"15,470","15470,00",1
PBSANTANADEMANGUEIRA,PB,13505,Santana de Mangueira, 5 010,"5,098","5098,00",1
PBSANTANADOSGARROTES,PB,13604,Santana dos Garrotes, 6 569,"6,942","6942,00",1
PBJOCACLAUDINO,PB,13653,Joca Claudino, 2 539,"2,640","2640,00",1
PBSANTARITA,PB,13703,Santa Rita, 149 910,"138,093","138093,00","0,921172703622173"
PBSANTATERESINHA,PB,13802,Santa Teresinha, 4 402,"4,550","4550,00",1
PBSANTOANDRÉ,PB,13851,Santo André, 2 622,"2,496","2496,00","0,951945080091533"
PBSÃOBENTO,PB,13901,São Bento, 32 235,"34,650","34650,00",1
PBSÃOBENTINHO,PB,13927,São Bentinho, 4 327,"4,602","4602,00",1
PBSÃODOMINGOSDOCARIRI,PB,13943,São Domingos do Cariri, 2 585,"2,645","2645,00",1
PBSÃODOMINGOS,PB,13968,São Domingos, 2 595,"3,119","3119,00",1
PBSÃOFRANCISCO,PB,13984,São Francisco, 3 137,"3,377","3377,00",1
PBSÃOJOÃODOCARIRI,PB,14008,São João do Cariri, 4 226,"4,170","4170,00","0,986748698532892"
PBSÃOJOÃODOTIGRE,PB,14107,São João do Tigre, 4 263,"4,408","4408,00",1
PBSÃOJOSÉDALAGOATAPADA,PB,14206,São José da Lagoa Tapada, 7 126,"7,622","7622,00",1
PBSÃOJOSÉDECAIANA,PB,14305,São José de Caiana, 5 034,"6,394","6394,00",1
PBSÃOJOSÉDEESPINHARAS,PB,14404,São José de Espinharas, 4 083,"4,631","4631,00",1
PBSÃOJOSÉDOSRAMOS,PB,14453,São José dos Ramos, 5 891,"6,037","6037,00",1
PBSÃOJOSÉDEPIRANHAS,PB,14503,São José de Piranhas, 19 067,"20,406","20406,00",1
PBSÃOJOSÉDEPRINCESA,PB,14552,São José de Princesa, 3 416,"3,898","3898,00",1
PBSÃOJOSÉDOBONFIM,PB,14602,São José do Bonfim, 3 242,"3,619","3619,00",1
PBSÃOJOSÉDOBREJODOCRUZ,PB,14651,São José do Brejo do Cruz, 1 699,"1,821","1821,00",1
PBSÃOJOSÉDOSABUGI,PB,14701,São José do Sabugi, 4 138,"4,153","4153,00",1
PBSÃOJOSÉDOSCORDEIROS,PB,14800,São José dos Cordeiros, 3 411,"3,607","3607,00",1
PBSÃOMAMEDE,PB,14909,São Mamede, 7 470,"7,682","7682,00",1
PBSÃOMIGUELDETAIPU,PB,15005,São Miguel de Taipu, 7 066,"7,450","7450,00",1
PBSÃOSEBASTIÃODELAGOADEROÇA,PB,15104,São Sebastião de Lagoa de Roça, 11 040,"11,793","11793,00",1
PBSÃOSEBASTIÃODOUMBUZEIRO,PB,15203,São Sebastião do Umbuzeiro, 3 279,"3,534","3534,00",1
PBSAPÉ,PB,15302,Sapé, 51 306,"52,977","52977,00",1
PBSÃOVICENTEDOSERIDÓ,PB,15401,São Vicente do Seridó, 10 291,"10,919","10919,00",1
PBSERRABRANCA,PB,15500,Serra Branca, 13 614,"13,807","13807,00",1
PBSERRADARAIZ,PB,15609,Serra da Raiz, 3 094,"3,114","3114,00",1
PBSERRAGRANDE,PB,15708,Serra Grande, 2 942,"2,921","2921,00","0,992861998640381"
PBSERRAREDONDA,PB,15807,Serra Redonda, 6 828,"7,001","7001,00",1
PBSERRARIA,PB,15906,Serraria, 4 885,"6,037","6037,00",1
PBSERTÃOZINHO,PB,15930,Sertãozinho, 5 054,"5,152","5152,00",1
PBSOBRADO,PB,15971,Sobrado, 8 236,"7,845","7845,00","0,952525497814473"
PBSOLÂNEA,PB,16003,Solânea, 26 774,"26,051","26051,00","0,972996190333906"
PBSOLEDADE,PB,16102,Soledade, 13 968,"15,211","15211,00",1
PBSOSSÊGO,PB,16151,Sossêgo, 3 345,"3,631","3631,00",1
PBSOUSA,PB,16201,Sousa, 67 259,"69,997","69997,00",1
PBSUMÉ,PB,16300,Sumé, 17 166,"17,096","17096,00","0,995922171734825"
PBTACIMA,PB,16409,Tacima, 8 010,"11,024","11024,00",1
PBTAPEROÁ,PB,16508,Taperoá, 14 068,"15,505","15505,00",1
PBTAVARES,PB,16607,Tavares, 14 101,"14,791","14791,00",1
PBTEIXEIRA,PB,16706,Teixeira, 14 631,"15,333","15333,00",1
PBTENÓRIO,PB,16755,Tenório, 2 966,"3,103","3103,00",1
PBTRIUNFO,PB,16805,Triunfo, 9 892,"9,473","9473,00","0,957642539425799"
PBUIRAÚNA,PB,16904,Uiraúna, 14 930,"15,356","15356,00",1
PBUMBUZEIRO,PB,17001,Umbuzeiro, 9 124,"9,914","9914,00",1
PBVÁRZEA,PB,17100,Várzea, 2 668,"2,870","2870,00",1
PBVIEIRÓPOLIS,PB,17209,Vieirópolis, 4 864,"5,395","5395,00",1
PBZABELÊ,PB,17407,Zabelê, 2 228,"2,269","2269,00",1
PEABREUELIMA,PE,00054,Abreu e Lima, 98 462,"52,900","52900,00","0,537263106579188"
PEAFOGADOSDAINGAZEIRA,PE,00104,Afogados da Ingazeira, 40 241,"37,546","37546,00","0,933028503267811"
PEAFRÂNIO,PE,00203,Afrânio, 18 674,"18,975","18975,00",1
PEAGRESTINA,PE,00302,Agrestina, 23 779,"25,240","25240,00",1
PEÁGUAPRETA,PE,00401,Água Preta, 26 461,"37,386","37386,00",1
PEÁGUASBELAS,PE,00500,Águas Belas, 41 548,"43,923","43923,00",1
PEALAGOINHA,PE,00609,Alagoinha, 13 542,"14,798","14798,00",1
PEALIANÇA,PE,00708,Aliança, 35 741,"38,408","38408,00",1
PEALTINHO,PE,00807,Altinho, 20 674,"22,996","22996,00",1
PEAMARAJI,PE,00906,Amaraji, 18 205,"22,910","22910,00",1
PEANGELIM,PE,01003,Angelim, 10 241,"11,301","11301,00",1
PEARAÇOIABA,PE,01052,Araçoiaba, 19 243,"16,675","16675,00","0,866548874915554"
PEARARIPINA,PE,01102,Araripina, 85 088,"85,301","85301,00",1
PEARCOVERDE,PE,01201,Arcoverde, 77 742,"75,295","75295,00","0,968524092511127"
PEBARRADEGUABIRABA,PE,01300,Barra de Guabiraba, 12 263,"14,632","14632,00",1
PEBARREIROS,PE,01409,Barreiros, 40 121,"42,866","42866,00",1
PEBELÉMDEMARIA,PE,01508,Belém de Maria, 10 378,"12,169","12169,00",1
PEBELÉMDOSÃOFRANCISCO,PE,01607,Belém do São Francisco, 18 301,"20,730","20730,00",1
PEBELOJARDIM,PE,01706,Belo Jardim, 79 507,"72,450","72450,00","0,911240519702668"
PEBETÂNIA,PE,01805,Betânia, 11 232,"12,811","12811,00",1
PEBEZERROS,PE,01904,Bezerros, 61 694,"60,960","60960,00","0,988102570752423"
PEBODOCÓ,PE,02001,Bodocó, 34 478,"38,605","38605,00",1
PEBOMCONSELHO,PE,02100,Bom Conselho, 44 294,"48,975","48975,00",1
PEBOMJARDIM,PE,02209,Bom Jardim, 37 629,"40,038","40038,00",1
PEBONITO,PE,02308,Bonito, 37 474,"38,101","38101,00",1
PEBREJÃO,PE,02407,Brejão, 9 079,"8,981","8981,00","0,989205859676176"
PEBREJINHO,PE,02506,Brejinho, 7 720,"7,489","7489,00","0,970077720207254"
PEBREJODAMADREDEDEUS,PE,02605,Brejo da Madre de Deus, 48 648,"51,696","51696,00",1
PEBUENOSAIRES,PE,02704,Buenos Aires, 12 808,"13,224","13224,00",1
PEBUÍQUE,PE,02803,Buíque, 52 097,"59,448","59448,00",1
PECABODESANTOAGOSTINHO,PE,02902,Cabo de Santo Agostinho, 203 440,"150,650","150650,00","0,740513173417224"
PECABROBÓ,PE,03009,Cabrobó, 30 294,"34,778","34778,00",1
PECACHOEIRINHA,PE,03108,Cachoeirinha, 19 899,"20,618","20618,00",1
PECAETÉS,PE,03207,Caetés, 28 827,"29,065","29065,00",1
PECALÇADO,PE,03306,Calçado, 11 093,"10,983","10983,00","0,990083836653746"
PECALUMBI,PE,03405,Calumbi, 5 228,"5,744","5744,00",1
PECAMARAGIBE,PE,03454,Camaragibe, 147 771,"154,100","154100,00",1
PECAMOCIMDESÃOFÉLIX,PE,03504,Camocim de São Félix, 17 419,"16,675","16675,00","0,957288018830013"
PECAMUTANGA,PE,03603,Camutanga, 7 750,"8,592","8592,00",1
PECANHOTINHO,PE,03702,Canhotinho, 24 329,"24,743","24743,00",1
PECAPOEIRAS,PE,03801,Capoeiras, 18 338,"20,048","20048,00",1
PECARNAÍBA,PE,03900,Carnaíba, 18 644,"19,666","19666,00",1
PECARNAUBEIRADAPENHA,PE,03926,Carnaubeira da Penha, 12 239,"11,500","11500,00","0,939619249938721"
PECARPINA,PE,04007,Carpina, 79 293,"79,350","79350,00",1
PECARUARU,PE,04106,Caruaru, 378 048,"270,825","270825,00","0,716377285424073"
PECASINHAS,PE,04155,Casinhas, 12 967,"14,395","14395,00",1
PECATENDE,PE,04205,Catende, 32 156,"40,250","40250,00",1
PECEDRO,PE,04304,Cedro, 10 518,"11,972","11972,00",1
PECHÃDEALEGRIA,PE,04403,Chã de Alegria, 12 984,"13,641","13641,00",1
PECHÃGRANDE,PE,04502,Chã Grande, 20 546,"21,929","21929,00",1
PECONDADO,PE,04601,Condado, 24 587,"26,755","26755,00",1
PECORRENTES,PE,04700,Correntes, 17 131,"18,327","18327,00",1
PECORTÊS,PE,04809,Cortês, 10 198,"12,543","12543,00",1
PECUMARU,PE,04908,Cumaru, 15 920,"9,494","9494,00","0,596356783919598"
PECUPIRA,PE,05004,Cupira, 23 518,"24,237","24237,00",1
PECUSTÓDIA,PE,05103,Custódia, 37 699,"37,633","37633,00","0,998249290432107"
PEDORMENTES,PE,05152,Dormentes, 17 188,"19,246","19246,00",1
PEESCADA,PE,05202,Escada, 59 891,"69,701","69701,00",1
PEEXU,PE,05301,Exu, 31 843,"31,709","31709,00","0,995791853782621"
PEFEIRANOVA,PE,05400,Feira Nova, 21 427,"22,360","22360,00",1
PEFERNANDODENORONHA,PE,05459,Fernando de Noronha, 3 167,"3,140","3140,00","0,991474581622987"
PEFERREIROS,PE,05509,Ferreiros, 15 026,"12,216","12216,00","0,812990815919074"
PEFLORES,PE,05608,Flores, 20 347,"22,612","22612,00",1
PEFLORESTA,PE,05707,Floresta, 30 137,"33,488","33488,00",1
PEFREIMIGUELINHO,PE,05806,Frei Miguelinho, 13 636,"15,633","15633,00",1
PEGAMELEIRA,PE,05905,Gameleira, 18 214,"28,750","28750,00",1
PEGARANHUNS,PE,06002,Garanhuns, 142 506,"141,347","141347,00","0,991867009108388"
PEGLÓRIADOGOITÁ,PE,06101,Glória do Goitá, 29 347,"30,847","30847,00",1
PEGOIANA,PE,06200,Goiana, 81 055,"80,345","80345,00","0,991240515699217"
PEGRANITO,PE,06309,Granito, 6 967,"7,586","7586,00",1
PEGRAVATÁ,PE,06408,Gravatá, 86 516,"85,309","85309,00","0,986048823339036"
PEIATI,PE,06507,Iati, 17 165,"19,284","19284,00",1
PEIBIMIRIM,PE,06606,Ibimirim, 26 593,"29,585","29585,00",1
PEIBIRAJUBA,PE,06705,Ibirajuba, 7 140,"7,773","7773,00",1
PEIGARASSU,PE,06804,Igarassu, 115 196,"112,125","112125,00","0,97334108823223"
PEIGUARACY,PE,06903,Iguaracy, 11 081,"12,265","12265,00",1
PEINAJÁ,PE,07000,Inajá, 25 603,"24,034","24034,00","0,938718118970433"
PEINGAZEIRA,PE,07109,Ingazeira, 4 765,"4,537","4537,00","0,952151101783841"
PEIPOJUCA,PE,07208,Ipojuca, 98 932,"58,075","58075,00","0,587019366837828"
PEIPUBI,PE,07307,Ipubi, 29 009,"31,515","31515,00",1
PEITACURUBA,PE,07406,Itacuruba, 4 284,"5,013","5013,00",1
PEITAÍBA,PE,07505,Itaíba, 32 650,"26,268","26268,00","0,804532924961715"
PEILHADEITAMARACÁ,PE,07604,Ilha de Itamaracá, 24 540,"27,076","27076,00",1
PEITAMBÉ,PE,07653,Itambé, 34 935,"36,495","36495,00",1
PEITAPETIM,PE,07703,Itapetim, 13 791,"13,492","13492,00","0,978319193677036"
PEITAPISSUMA,PE,07752,Itapissuma, 27 749,"25,300","25300,00","0,911744567371797"
PEITAQUITINGA,PE,07802,Itaquitinga, 16 554,"17,056","17056,00",1
PEJABOATÃODOSGUARARAPES,PE,07901,Jaboatão dos Guararapes, 644 037,"465,175","465175,00","0,72227993112197"
PEJAQUEIRA,PE,07950,Jaqueira, 10 247,"11,632","11632,00",1
PEJATAÚBA,PE,08008,Jataúba, 15 843,"17,305","17305,00",1
PEJATOBÁ,PE,08057,Jatobá, 14 020,"14,904","14904,00",1
PEJOÃOALFREDO,PE,08107,João Alfredo, 27 725,"33,570","33570,00",1
PEJOAQUIMNABUCO,PE,08206,Joaquim Nabuco, 13 269,"15,999","15999,00",1
PEJUCATI,PE,08255,Jucati, 11 517,"11,545","11545,00",1
PEJUPI,PE,08305,Jupi, 15 329,"15,007","15007,00","0,978994063539696"
PEJUREMA,PE,08404,Jurema, 13 648,"15,483","15483,00",1
PELAGOADOCARRO,PE,08453,Lagoa do Carro, 17 981,"18,429","18429,00",1
PELAGOADEITAENGA,PE,08503,Lagoa de Itaenga, 19 003,"21,490","21490,00",1
PELAGOADOOURO,PE,08602,Lagoa do Ouro, 11 933,"13,300","13300,00",1
PELAGOADOSGATOS,PE,08701,Lagoa dos Gatos, 14 076,"16,345","16345,00",1
PELAGOAGRANDE,PE,08750,Lagoa Grande, 24 088,"26,090","26090,00",1
PELAJEDO,PE,08800,Lajedo, 39 582,"39,675","39675,00",1
PELIMOEIRO,PE,08909,Limoeiro, 56 510,"56,149","56149,00","0,99361175013272"
PEMACAPARANA,PE,09006,Macaparana, 23 879,"25,565","25565,00",1
PEMACHADOS,PE,09105,Machados, 11 333,"16,549","16549,00",1
PEMANARI,PE,09154,Manari, 23 763,"22,110","22110,00","0,930438076000505"
PEMARAIAL,PE,09204,Maraial, 9 359,"11,098","11098,00",1
PEMIRANDIBA,PE,09303,Mirandiba, 14 166,"15,548","15548,00",1
PEMORENO,PE,09402,Moreno, 55 292,"52,900","52900,00","0,956738768718802"
PENAZARÉDAMATA,PE,09501,Nazaré da Mata, 30 648,"32,673","32673,00",1
PEOLINDA,PE,09600,Olinda, 349 976,"213,325","213325,00","0,609541797151805"
PEOROBÓ,PE,09709,Orobó, 21 808,"23,985","23985,00",1
PEOROCÓ,PE,09808,Orocó, 13 613,"15,309","15309,00",1
PEOURICURI,PE,09907,Ouricuri, 65 245,"70,466","70466,00",1
PEPALMARES,PE,10004,Palmares, 54 584,"63,745","63745,00",1
PEPALMEIRINA,PE,10103,Palmeirina, 7 031,"7,509","7509,00",1
PEPANELAS,PE,10202,Panelas, 22 991,"26,438","26438,00",1
PEPARANATAMA,PE,10301,Paranatama, 12 199,"11,608","11608,00","0,951553406016887"
PEPARNAMIRIM,PE,10400,Parnamirim, 18 612,"22,198","22198,00",1
PEPASSIRA,PE,10509,Passira, 28 340,"28,856","28856,00",1
PEPAUDALHO,PE,10608,Paudalho, 56 665,"57,346","57346,00",1
PEPAULISTA,PE,10707,Paulista, 342 167,"298,425","298425,00","0,872161839101959"
PEPEDRA,PE,10806,Pedra, 22 795,"22,716","22716,00","0,996534327703444"
PEPESQUEIRA,PE,10905,Pesqueira, 62 722,"62,100","62100,00","0,990083224386978"
PEPETROLÂNDIA,PE,11002,Petrolândia, 34 161,"36,800","36800,00",1
PEPETROLINA,PE,11101,Petrolina, 386 791,"266,800","266800,00","0,689778200630315"
PEPOÇÃO,PE,11200,Poção, 10 500,"11,308","11308,00",1
PEPOMBOS,PE,11309,Pombos, 27 552,"25,300","25300,00","0,918263646922184"
PEPRIMAVERA,PE,11408,Primavera, 13 838,"13,800","13800,00","0,997253938430409"
PEQUIPAPÁ,PE,11507,Quipapá, 17 928,"26,309","26309,00",1
PEQUIXABA,PE,11533,Quixaba, 6 554,"6,796","6796,00",1
PERECIFE,PE,11606,Recife,1 488 920,"1,008,550","1008550,00","0,677370174354566"
PERIACHODASALMAS,PE,11705,Riacho das Almas, 20 639,"20,744","20744,00",1
PERIBEIRÃO,PE,11804,Ribeirão, 33 507,"47,813","47813,00",1
PERIOFORMOSO,PE,11903,Rio Formoso, 20 009,"23,719","23719,00",1
PESAIRÉ,PE,12000,Sairé, 10 887,"9,600","9600,00","0,881785615872141"
PESALGADINHO,PE,12109,Salgadinho, 5 727,"10,925","10925,00",1
PESALGUEIRO,PE,12208,Salgueiro, 62 372,"61,561","61561,00","0,98699737061502"
PESALOÁ,PE,12307,Saloá, 13 836,"15,880","15880,00",1
PESANHARÓ,PE,12406,Sanharó, 18 624,"14,375","14375,00","0,77185352233677"
PESANTACRUZ,PE,12455,Santa Cruz, 13 841,"15,713","15713,00",1
PESANTACRUZDABAIXAVERDE,PE,12471,Santa Cruz da Baixa Verde, 11 567,"12,708","12708,00",1
PESANTACRUZDOCAPIBARIBE,PE,12505,Santa Cruz do Capibaribe, 98 254,"81,075","81075,00","0,825157245506544"
PESANTAFILOMENA,PE,12554,Santa Filomena, 12 106,"14,375","14375,00",1
PESANTAMARIADABOAVISTA,PE,12604,Santa Maria da Boa Vista, 40 578,"42,266","42266,00",1
PESANTAMARIADOCAMBUCÁ,PE,12703,Santa Maria do Cambucá, 14 013,"14,308","14308,00",1
PESANTATEREZINHA,PE,12802,Santa Terezinha, 10 244,"11,914","11914,00",1
PESÃOBENEDITODOSUL,PE,12901,São Benedito do Sul, 13 113,"15,525","15525,00",1
PESÃOBENTODOUNA,PE,13008,São Bento do Una, 49 449,"45,425","45425,00","0,918623227972254"
PESÃOCAITANO,PE,13107,São Caitano, 37 126,"31,050","31050,00","0,836341108657006"
PESÃOJOÃO,PE,13206,São João, 23 837,"23,002","23002,00","0,964970424130553"
PESÃOJOAQUIMDOMONTE,PE,13305,São Joaquim do Monte, 20 037,"21,439","21439,00",1
PESÃOJOSÉDACOROAGRANDE,PE,13404,São José da Coroa Grande, 18 825,"21,275","21275,00",1
PESÃOJOSÉDOBELMONTE,PE,13503,São José do Belmonte, 34 843,"34,082","34082,00","0,97815917113911"
PESÃOJOSÉDOEGITO,PE,13602,São José do Egito, 31 004,"34,210","34210,00",1
PESÃOLOURENÇODAMATA,PE,13701,São Lourenço da Mata, 111 249,"75,900","75900,00","0,682253323625381"
PESÃOVICENTEFÉRRER,PE,13800,São Vicente Férrer, 16 677,#N/DISP,#N/DISP,#N/DISP
PESERRATALHADA,PE,13909,Serra Talhada, 92 228,"87,467","87467,00","0,948377932948779"
PESERRITA,PE,14006,Serrita, 18 207,"19,226","19226,00",1
PESERTÂNIA,PE,14105,Sertânia, 32 811,"36,189","36189,00",1
PESIRINHAÉM,PE,14204,Sirinhaém, 37 596,"46,845","46845,00",1
PEMOREILÂNDIA,PE,14303,Moreilândia, 10 540,"11,269","11269,00",1
PESOLIDÃO,PE,14402,Solidão, 5 210,"6,034","6034,00",1
PESURUBIM,PE,14501,Surubim, 64 120,"62,675","62675,00","0,977464129756706"
PETABIRA,PE,14600,Tabira, 27 681,"28,860","28860,00",1
PETACAIMBÓ,PE,14709,Tacaimbó, 13 738,"12,843","12843,00","0,934852234677537"
PETACARATU,PE,14808,Tacaratu, 23 902,"26,439","26439,00",1
PETAMANDARÉ,PE,14857,Tamandaré, 23 561,"23,852","23852,00",1
PETAQUARITINGADONORTE,PE,15003,Taquaritinga do Norte, 24 736,"25,875","25875,00",1
PETEREZINHA,PE,15102,Terezinha, 6 513,"7,227","7227,00",1
PETERRANOVA,PE,15201,Terra Nova, 8 920,"10,314","10314,00",1
PETIMBAÚBA,PE,15300,Timbaúba, 46 147,"52,587","52587,00",1
PETORITAMA,PE,15409,Toritama, 41 137,"33,925","33925,00","0,824683375063811"
PETRACUNHAÉM,PE,15508,Tracunhaém, 13 867,"13,856","13856,00","0,999206749837744"
PETRINDADE,PE,15607,Trindade, 30 321,"26,450","26450,00","0,872332706704924"
PETRIUNFO,PE,15706,Triunfo, 14 705,"15,232","15232,00",1
PETUPANATINGA,PE,15805,Tupanatinga, 26 937,"27,793","27793,00",1
PETUPARETAMA,PE,15904,Tuparetama, 8 005,"8,266","8266,00",1
PEVENTUROSA,PE,16001,Venturosa, 17 251,"18,835","18835,00",1
PEVERDEJANTE,PE,16100,Verdejante, 9 169,"9,572","9572,00",1
PEVERTENTEDOLÉRIO,PE,16183,Vertente do Lério, 7 558,"7,526","7526,00","0,995766075681397"
